id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
28141,Ensoleillé,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
28268,Ensoleillé,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,80 km/h
28316,Ensoleillé,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
28347,Ensoleillé,Jour,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
28622,Ensoleillé,Jour,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,80 km/h
28707,Ensoleillé,Jour,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
28922,Ensoleillé,Jour,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
28959,Ensoleillé,Jour,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,50 km/h
29133,Ensoleillé,Jour,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,50 km/h
29310,Ensoleillé,Jour,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
29355,Ensoleillé,Jour,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,80 km/h
29360,Ensoleillé,Jour,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,30 km/h
29414,Ensoleillé,Jour,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,30 km/h
29982,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,80 km/h
30211,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Aucun,À l'arrêt,0 mètre,0 km/h
30335,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,80 km/h
30387,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
30606,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
30665,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,80 km/h
30671,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
30688,Ensoleillé,Jour,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
30810,Ensoleillé,Jour,Mouillé,Libre,35 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
30942,Ensoleillé,Jour,Mouillé,Libre,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,80 km/h
31115,Ensoleillé,Jour,Mouillé,Libre,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,80 km/h
31185,Ensoleillé,Jour,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
31904,Ensoleillé,Jour,Mouillé,Libre,60 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
32082,Ensoleillé,Jour,Mouillé,Libre,60 km/h,50 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
32250,Ensoleillé,Jour,Mouillé,Libre,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
32462,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,80 km/h
32637,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
32765,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,80 km/h
32918,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,80 km/h
32933,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
32972,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
33093,Ensoleillé,Jour,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,100 mètres,50 km/h
33493,Ensoleillé,Jour,Mouillé,Libre,60 km/h,150 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,50 km/h
33563,Ensoleillé,Jour,Mouillé,Libre,60 km/h,150 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
33644,Ensoleillé,Jour,Mouillé,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
33812,Ensoleillé,Jour,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,80 km/h
34066,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
34103,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
34340,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
34361,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
34393,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,50 km/h
34477,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,30 km/h
34479,Ensoleillé,Jour,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,50 km/h
35088,Ensoleillé,Jour,Mouillé,Libre,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,80 km/h
35366,Ensoleillé,Jour,Mouillé,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
35799,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,50 km/h
35956,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
36079,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,50 km/h
36210,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
36227,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
36252,Ensoleillé,Jour,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
37227,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
37284,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
37452,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,80 km/h
37514,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,30 km/h
37539,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,50 km/h
37569,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
37641,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
37899,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,50 km/h
37974,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
37979,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
37981,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
38150,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,30 km/h
38180,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
38364,Ensoleillé,Jour,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
38956,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,50 km/h
39055,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
39101,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
39580,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,30 km/h
39640,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
39823,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
39930,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
39999,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
40091,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
40288,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
40363,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
40692,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,80 km/h
40706,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
40767,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,30 km/h
41009,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,50 km/h
41057,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,30 km/h
41080,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
41110,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,30 km/h
41223,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,50 km/h
41250,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
41269,Ensoleillé,Jour,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,50 km/h
41357,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
41596,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
41661,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
41795,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
41824,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,30 km/h
41914,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,30 km/h
42173,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
42237,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,30 km/h
42350,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
42527,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
42575,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
42694,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,30 km/h
42898,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
43269,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,50 km/h
43276,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,50 km/h
43354,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,100 mètres,30 km/h
43637,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,30 km/h
43701,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
43739,Ensoleillé,Jour,Mouillé,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,50 km/h
43768,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
43876,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,50 km/h
44447,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,30 km/h
44452,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
44529,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,50 km/h
44647,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,30 km/h
44898,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,80 km/h
44955,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
45628,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
45742,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
45746,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
45885,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,80 km/h
46004,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,30 km/h
46037,Ensoleillé,Jour,Mouillé,50 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
46270,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,30 km/h
46406,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
47335,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
47585,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,80 km/h
47708,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,80 km/h
47883,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,100 mètres,50 km/h
47995,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
48342,Ensoleillé,Jour,Mouillé,50 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,80 km/h
