id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
34361,晴天,白天,湿滑,畅通,100公里/小时,100米,卡车,紧急（送医）,卡车,普通轿车,静止,0米,0公里/小时
34393,晴天,白天,湿滑,畅通,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,50公里/小时
34477,晴天,白天,湿滑,畅通,100公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,50米,30公里/小时
34479,晴天,白天,湿滑,畅通,100公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,10米,50公里/小时
35088,晴天,白天,湿滑,畅通,100公里/小时,150米,普通轿车,无特别需求,卡车,普通轿车,接近中,10米,80公里/小时
35366,晴天,白天,湿滑,畅通,100公里/小时,150米,卡车,无特别需求,卡车,应急车辆,接近中,50米,50公里/小时
35799,晴天,白天,湿滑,畅通,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,卡车,无,接近中,10米,50公里/小时
35956,晴天,白天,湿滑,畅通,100公里/小时,200米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,50米,50公里/小时
36079,晴天,白天,湿滑,畅通,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,50公里/小时
36210,晴天,白天,湿滑,畅通,100公里/小时,200米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,10米,30公里/小时
36227,晴天,白天,湿滑,畅通,100公里/小时,200米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
36252,晴天,白天,湿滑,畅通,100公里/小时,200米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,80公里/小时
37227,晴天,白天,湿滑,100米,35公里/小时,10米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
37284,晴天,白天,湿滑,100米,35公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,100米,30公里/小时
37452,晴天,白天,湿滑,100米,35公里/小时,50米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,80公里/小时
37514,晴天,白天,湿滑,100米,35公里/小时,50米,普通轿车,无特别需求,卡车,普通轿车,接近中,100米,30公里/小时
37539,晴天,白天,湿滑,100米,35公里/小时,50米,卡车,紧急（送医）,普通轿车,无,接近中,10米,50公里/小时
37569,晴天,白天,湿滑,100米,35公里/小时,50米,卡车,紧急（送医）,应急车辆,无,接近中,10米,50公里/小时
37641,晴天,白天,湿滑,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,静止,0米,0公里/小时
37899,晴天,白天,湿滑,100米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,50公里/小时
37974,晴天,白天,湿滑,100米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,30公里/小时
37979,晴天,白天,湿滑,100米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,50公里/小时
37981,晴天,白天,湿滑,100米,35公里/小时,50米,应急车辆,无特别需求,普通轿车,无,静止,0米,0公里/小时
38150,晴天,白天,湿滑,100米,35公里/小时,100米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,10米,30公里/小时
38180,晴天,白天,湿滑,100米,35公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
38364,晴天,白天,湿滑,100米,35公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,100米,30公里/小时
38956,晴天,白天,湿滑,100米,60公里/小时,50米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,50米,50公里/小时
39055,晴天,白天,湿滑,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,80公里/小时
39101,晴天,白天,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,普通轿车,静止,0米,0公里/小时
39580,晴天,白天,湿滑,100米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,10米,30公里/小时
39640,晴天,白天,湿滑,100米,60公里/小时,50米,应急车辆,无特别需求,应急车辆,无,接近中,10米,30公里/小时
39823,晴天,白天,湿滑,100米,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,50公里/小时
39930,晴天,白天,湿滑,100米,60公里/小时,100米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
39999,晴天,白天,湿滑,100米,60公里/小时,100米,卡车,紧急（送医）,应急车辆,无,接近中,10米,50公里/小时
40091,晴天,白天,湿滑,100米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,静止,0米,0公里/小时
40288,晴天,白天,湿滑,100米,60公里/小时,100米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,10米,80公里/小时
40363,晴天,白天,湿滑,100米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,50公里/小时
40692,晴天,白天,湿滑,100米,60公里/小时,150米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,80公里/小时
40706,晴天,白天,湿滑,100米,60公里/小时,150米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,50米,50公里/小时
40767,晴天,白天,湿滑,100米,60公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
41009,晴天,白天,湿滑,100米,60公里/小时,150米,卡车,无特别需求,应急车辆,应急车辆,接近中,10米,50公里/小时
41057,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,30公里/小时
41080,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,应急车辆,无,接近中,10米,30公里/小时
41110,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,卡车,无,接近中,10米,30公里/小时
41223,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,普通轿车,无,接近中,100米,50公里/小时
41250,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,10米,30公里/小时
41269,晴天,白天,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,50公里/小时
41357,晴天,白天,湿滑,100米,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
41596,晴天,白天,湿滑,100米,100公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
41661,晴天,白天,湿滑,100米,100公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,静止,0米,0公里/小时
41795,晴天,白天,湿滑,100米,100公里/小时,100米,卡车,无特别需求,应急车辆,无,接近中,50米,80公里/小时
41824,晴天,白天,湿滑,100米,100公里/小时,100米,卡车,无特别需求,卡车,无,接近中,100米,30公里/小时
41914,晴天,白天,湿滑,100米,100公里/小时,100米,应急车辆,紧急（送医）,卡车,无,接近中,100米,30公里/小时
42173,晴天,白天,湿滑,100米,100公里/小时,150米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,100米,50公里/小时
42237,晴天,白天,湿滑,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,30公里/小时
42350,晴天,白天,湿滑,100米,100公里/小时,150米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,10米,30公里/小时
42527,晴天,白天,湿滑,100米,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,30公里/小时
42575,晴天,白天,湿滑,100米,100公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
42694,晴天,白天,湿滑,100米,100公里/小时,150米,应急车辆,紧急（送医）,应急车辆,无,接近中,100米,30公里/小时
42898,晴天,白天,湿滑,100米,100公里/小时,150米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,10米,80公里/小时
43269,晴天,白天,湿滑,100米,100公里/小时,200米,卡车,紧急（送医）,卡车,无,接近中,10米,50公里/小时
43276,晴天,白天,湿滑,100米,100公里/小时,200米,卡车,紧急（送医）,卡车,普通轿车,接近中,50米,50公里/小时
43354,晴天,白天,湿滑,100米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,30公里/小时
43637,晴天,白天,湿滑,100米,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
43701,晴天,白天,湿滑,100米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,应急车辆,静止,0米,0公里/小时
43739,晴天,白天,湿滑,100米,100公里/小时,200米,应急车辆,无特别需求,卡车,应急车辆,接近中,10米,50公里/小时
43768,晴天,白天,湿滑,50米,35公里/小时,10米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,10米,80公里/小时
43876,晴天,白天,湿滑,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,50公里/小时
44447,晴天,白天,湿滑,50米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
44452,晴天,白天,湿滑,50米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,80公里/小时
44529,晴天,白天,湿滑,50米,35公里/小时,10米,应急车辆,无特别需求,卡车,无,接近中,10米,50公里/小时
44647,晴天,白天,湿滑,50米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,30公里/小时
44898,晴天,白天,湿滑,50米,35公里/小时,50米,卡车,紧急（送医）,卡车,普通轿车,接近中,10米,80公里/小时
44955,晴天,白天,湿滑,50米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,80公里/小时
45628,晴天,白天,湿滑,50米,35公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,10米,80公里/小时
45742,晴天,白天,湿滑,50米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,80公里/小时
45746,晴天,白天,湿滑,50米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,50米,50公里/小时
45885,晴天,白天,湿滑,50米,35公里/小时,100米,卡车,无特别需求,卡车,普通轿车,接近中,50米,80公里/小时
46004,晴天,白天,湿滑,50米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,30公里/小时
46037,晴天,白天,湿滑,50米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,30公里/小时
46270,晴天,白天,湿滑,50米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,30公里/小时
46406,晴天,白天,湿滑,50米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,50米,50公里/小时
47335,晴天,白天,湿滑,50米,60公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,80公里/小时
47585,晴天,白天,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,卡车,无,接近中,50米,80公里/小时
47708,晴天,白天,湿滑,50米,60公里/小时,100米,应急车辆,无特别需求,普通轿车,无,接近中,10米,80公里/小时
47883,晴天,白天,湿滑,50米,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,50公里/小时
47995,晴天,白天,湿滑,50米,60公里/小时,150米,普通轿车,无特别需求,普通轿车,应急车辆,接近中,50米,80公里/小时
48342,晴天,白天,湿滑,50米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,80公里/小时
48537,晴天,白天,湿滑,50米,60公里/小时,150米,应急车辆,无特别需求,普通轿车,应急车辆,接近中,50米,30公里/小时
48977,晴天,白天,湿滑,50米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,30公里/小时
49474,晴天,白天,湿滑,50米,100公里/小时,150米,普通轿车,紧急（送医）,卡车,无,接近中,100米,30公里/小时
49501,晴天,白天,湿滑,50米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,静止,0米,0公里/小时
49634,晴天,白天,湿滑,50米,100公里/小时,150米,普通轿车,无特别需求,应急车辆,普通轿车,接近中,100米,30公里/小时
49834,晴天,白天,湿滑,50米,100公里/小时,150米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,30公里/小时
49920,晴天,白天,湿滑,50米,100公里/小时,150米,卡车,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
49964,晴天,白天,湿滑,50米,100公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
50029,晴天,白天,湿滑,50米,100公里/小时,150米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,10米,50公里/小时
50341,晴天,白天,湿滑,50米,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,无,静止,0米,0公里/小时
50563,晴天,白天,湿滑,50米,100公里/小时,200米,卡车,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
50644,晴天,白天,湿滑,50米,100公里/小时,200米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,30公里/小时
50989,晴天,白天,湿滑,50米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,50公里/小时
51485,晴天,白天,湿滑,20米,35公里/小时,10米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
51510,晴天,白天,湿滑,20米,35公里/小时,10米,卡车,无特别需求,普通轿车,应急车辆,接近中,10米,30公里/小时
51513,晴天,白天,湿滑,20米,35公里/小时,10米,卡车,无特别需求,应急车辆,无,接近中,100米,50公里/小时
52014,晴天,白天,湿滑,20米,35公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,30公里/小时
52077,晴天,白天,湿滑,20米,35公里/小时,50米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
