id,weather,time,road_condition,mainstream_front_space,mainstream_vehicle_speed,mainstream_gap,mainstream_vehicle_type,occupant_requirement,ego_role,following_vehicle,ego_state,ego_distance,ego_velocity
191675,rainy,night,dry,50m,35km/h,100m,truck,none,truck,none,approaching,50m,80km/h
192080,rainy,night,dry,50m,60km/h,50m,normal car,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
192363,rainy,night,dry,50m,60km/h,50m,truck,hurry (commute or flight),emergency vehicle,none,approaching,100m,50km/h
192493,rainy,night,dry,50m,60km/h,50m,truck,none,truck,normal car,approaching,100m,50km/h
192505,rainy,night,dry,50m,60km/h,50m,truck,none,truck,emergency vehicle,approaching,50m,80km/h
192809,rainy,night,dry,50m,60km/h,100m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,10m,50km/h
192819,rainy,night,dry,50m,60km/h,100m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,50km/h
192837,rainy,night,dry,50m,60km/h,100m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,30km/h
193233,rainy,night,dry,50m,60km/h,100m,truck,none,normal car,none,approaching,100m,50km/h
193364,rainy,night,dry,50m,60km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
193484,rainy,night,dry,50m,60km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
193745,rainy,night,dry,50m,60km/h,150m,normal car,hurry (commute or flight),truck,none,approaching,50m,80km/h
194003,rainy,night,dry,50m,60km/h,150m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,50km/h
194095,rainy,night,dry,50m,60km/h,150m,truck,none,emergency vehicle,emergency vehicle,approaching,50m,80km/h
194260,rainy,night,dry,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,10m,30km/h
194376,rainy,night,dry,50m,60km/h,150m,emergency vehicle,none,truck,none,approaching,50m,50km/h
194706,rainy,night,dry,50m,100km/h,100m,truck,urgent (to hospital),emergency vehicle,none,approaching,50m,50km/h
194757,rainy,night,dry,50m,100km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,30km/h
194929,rainy,night,dry,50m,100km/h,100m,truck,none,truck,normal car,approaching,10m,50km/h
195666,rainy,night,dry,50m,100km/h,150m,truck,none,normal car,none,approaching,50m,50km/h
195670,rainy,night,dry,50m,100km/h,150m,truck,none,normal car,none,approaching,10m,30km/h
195712,rainy,night,dry,50m,100km/h,150m,truck,none,emergency vehicle,emergency vehicle,approaching,100m,80km/h
195783,rainy,night,dry,50m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,100m,50km/h
196075,rainy,night,dry,50m,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,80km/h
196210,rainy,night,dry,50m,100km/h,200m,normal car,none,normal car,none,approaching,10m,30km/h
196294,rainy,night,dry,50m,100km/h,200m,truck,urgent (to hospital),normal car,none,approaching,100m,30km/h
196362,rainy,night,dry,50m,100km/h,200m,truck,urgent (to hospital),truck,normal car,approaching,100m,80km/h
196418,rainy,night,dry,50m,100km/h,200m,truck,hurry (commute or flight),emergency vehicle,none,approaching,10m,80km/h
196436,rainy,night,dry,50m,100km/h,200m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
196495,rainy,night,dry,50m,100km/h,200m,truck,none,normal car,emergency vehicle,approaching,50m,80km/h
196684,rainy,night,dry,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,100m,30km/h
196895,rainy,night,dry,20m,35km/h,10m,normal car,urgent (to hospital),truck,none,approaching,50m,80km/h
196916,rainy,night,dry,20m,35km/h,10m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,50m,50km/h
197036,rainy,night,dry,20m,35km/h,10m,normal car,none,normal car,emergency vehicle,approaching,50m,50km/h
197389,rainy,night,dry,20m,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
197461,rainy,night,dry,20m,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,none,stopping,0m,0km/h
197639,rainy,night,dry,20m,35km/h,10m,emergency vehicle,none,truck,emergency vehicle,approaching,10m,50km/h
197733,rainy,night,dry,20m,35km/h,50m,normal car,hurry (commute or flight),normal car,none,approaching,100m,50km/h
198056,rainy,night,dry,20m,35km/h,50m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
198247,rainy,night,dry,20m,35km/h,50m,emergency vehicle,urgent (to hospital),truck,none,approaching,50m,30km/h
198591,rainy,night,dry,20m,35km/h,100m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,stopping,0m,0km/h
198615,rainy,night,dry,20m,35km/h,100m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,80km/h
198674,rainy,night,dry,20m,35km/h,100m,normal car,none,emergency vehicle,normal car,approaching,100m,30km/h
198875,rainy,night,dry,20m,35km/h,100m,truck,hurry (commute or flight),truck,none,approaching,50m,80km/h
198886,rainy,night,dry,20m,35km/h,100m,truck,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
199027,rainy,night,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
199028,rainy,night,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,10m,80km/h
199037,rainy,night,dry,20m,35km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
199314,rainy,night,dry,20m,60km/h,50m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,30km/h
199616,rainy,night,dry,20m,60km/h,50m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,50km/h
199820,rainy,night,dry,20m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,10m,30km/h
199872,rainy,night,dry,20m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,80km/h
199882,rainy,night,dry,20m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,100m,80km/h
200032,rainy,night,dry,20m,60km/h,50m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,100m,80km/h
200100,rainy,night,dry,20m,60km/h,100m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,10m,30km/h
200127,rainy,night,dry,20m,60km/h,100m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,30km/h
200395,rainy,night,dry,20m,60km/h,100m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,80km/h
200432,rainy,night,dry,20m,60km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,100m,80km/h
200850,rainy,night,dry,20m,60km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,30km/h
200937,rainy,night,dry,20m,60km/h,150m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,30km/h
201131,rainy,night,dry,20m,60km/h,150m,normal car,none,truck,normal car,stopping,0m,0km/h
201215,rainy,night,dry,20m,60km/h,150m,truck,urgent (to hospital),truck,none,approaching,50m,80km/h
201538,rainy,night,dry,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,80km/h
201563,rainy,night,dry,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,50km/h
201673,rainy,night,dry,20m,60km/h,150m,emergency vehicle,none,truck,normal car,approaching,100m,50km/h
201687,rainy,night,dry,20m,60km/h,150m,emergency vehicle,none,truck,emergency vehicle,approaching,50m,30km/h
201831,rainy,night,dry,20m,100km/h,100m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,stopping,0m,0km/h
201932,rainy,night,dry,20m,100km/h,100m,normal car,none,truck,none,approaching,100m,80km/h
201983,rainy,night,dry,20m,100km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,100m,50km/h
202056,rainy,night,dry,20m,100km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,50m,50km/h
202210,rainy,night,dry,20m,100km/h,100m,truck,none,truck,none,approaching,10m,30km/h
202470,rainy,night,dry,20m,100km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,30km/h
202609,rainy,night,dry,20m,100km/h,150m,normal car,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
202746,rainy,night,dry,20m,100km/h,150m,normal car,none,truck,none,approaching,50m,50km/h
203179,rainy,night,dry,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,50km/h
203277,rainy,night,dry,20m,100km/h,150m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
203293,rainy,night,dry,20m,100km/h,150m,emergency vehicle,none,truck,normal car,approaching,100m,50km/h
203444,rainy,night,dry,20m,100km/h,200m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,30km/h
203658,rainy,night,dry,20m,100km/h,200m,truck,urgent (to hospital),truck,normal car,approaching,10m,80km/h
203735,rainy,night,dry,20m,100km/h,200m,truck,hurry (commute or flight),truck,none,approaching,50m,80km/h
203866,rainy,night,dry,20m,100km/h,200m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
204066,rainy,night,dry,20m,100km/h,200m,emergency vehicle,none,emergency vehicle,none,approaching,50m,50km/h
204088,rainy,night,dry,20m,100km/h,200m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,80km/h
204129,rainy,night,wet,free,35km/h,10m,normal car,urgent (to hospital),normal car,none,approaching,10m,50km/h
204512,rainy,night,wet,free,35km/h,10m,truck,hurry (commute or flight),emergency vehicle,none,approaching,100m,80km/h
204663,rainy,night,wet,free,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
204951,rainy,night,wet,free,35km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
205198,rainy,night,wet,free,35km/h,50m,normal car,none,truck,emergency vehicle,approaching,10m,80km/h
205284,rainy,night,wet,free,35km/h,50m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
205290,rainy,night,wet,free,35km/h,50m,truck,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
205621,rainy,night,wet,free,35km/h,50m,emergency vehicle,hurry (commute or flight),truck,none,stopping,0m,0km/h
205658,rainy,night,wet,free,35km/h,50m,emergency vehicle,none,normal car,none,approaching,10m,80km/h
205716,rainy,night,wet,free,35km/h,50m,emergency vehicle,none,truck,none,approaching,50m,50km/h
206057,rainy,night,wet,free,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
206172,rainy,night,wet,free,35km/h,100m,truck,hurry (commute or flight),truck,normal car,approaching,100m,80km/h
206215,rainy,night,wet,free,35km/h,100m,truck,none,normal car,emergency vehicle,approaching,50m,80km/h
206320,rainy,night,wet,free,35km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,10m,30km/h
206393,rainy,night,wet,free,35km/h,100m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,50km/h
206545,rainy,night,wet,free,35km/h,100m,emergency vehicle,none,truck,emergency vehicle,approaching,50m,80km/h
206744,rainy,night,wet,free,60km/h,50m,normal car,none,normal car,normal car,approaching,100m,30km/h
207370,rainy,night,wet,free,60km/h,100m,normal car,urgent (to hospital),normal car,none,approaching,10m,30km/h
207401,rainy,night,wet,free,60km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,stopping,0m,0km/h
207721,rainy,night,wet,free,60km/h,100m,truck,hurry (commute or flight),normal car,none,stopping,0m,0km/h
208123,rainy,night,wet,free,60km/h,100m,emergency vehicle,none,emergency vehicle,normal car,approaching,100m,50km/h
208248,rainy,night,wet,free,60km/h,150m,normal car,urgent (to hospital),truck,normal car,approaching,10m,80km/h
208382,rainy,night,wet,free,60km/h,150m,normal car,none,emergency vehicle,none,approaching,100m,80km/h
208391,rainy,night,wet,free,60km/h,150m,normal car,none,emergency vehicle,normal car,stopping,0m,0km/h
208603,rainy,night,wet,free,60km/h,150m,truck,hurry (commute or flight),truck,normal car,approaching,100m,50km/h
208733,rainy,night,wet,free,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,50km/h
208996,rainy,night,wet,free,100km/h,100m,normal car,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
209024,rainy,night,wet,free,100km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
209027,rainy,night,wet,free,100km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
209077,rainy,night,wet,free,100km/h,100m,normal car,hurry (commute or flight),normal car,none,approaching,50m,30km/h
209141,rainy,night,wet,free,100km/h,100m,normal car,hurry (commute or flight),truck,normal car,stopping,0m,0km/h
209166,rainy,night,wet,free,100km/h,100m,normal car,none,normal car,none,approaching,50m,50km/h
209170,rainy,night,wet,free,100km/h,100m,normal car,none,normal car,none,approaching,10m,30km/h
209171,rainy,night,wet,free,100km/h,100m,normal car,none,normal car,normal car,stopping,0m,0km/h
209238,rainy,night,wet,free,100km/h,100m,normal car,none,truck,normal car,approaching,10m,80km/h
209276,rainy,night,wet,free,100km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
209325,rainy,night,wet,free,100km/h,100m,truck,urgent (to hospital),truck,normal car,approaching,50m,80km/h
209358,rainy,night,wet,free,100km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,80km/h
209446,rainy,night,wet,free,100km/h,100m,truck,none,normal car,normal car,approaching,50m,50km/h
209610,rainy,night,wet,free,100km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
209684,rainy,night,wet,free,100km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
209717,rainy,night,wet,free,100km/h,100m,emergency vehicle,none,normal car,normal car,approaching,50m,30km/h
209886,rainy,night,wet,free,100km/h,150m,normal car,hurry (commute or flight),normal car,none,approaching,50m,50km/h
210404,rainy,night,wet,free,100km/h,150m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,30km/h
210638,rainy,night,wet,free,100km/h,200m,normal car,urgent (to hospital),emergency vehicle,none,approaching,10m,80km/h
210674,rainy,night,wet,free,100km/h,200m,normal car,urgent (to hospital),truck,normal car,approaching,100m,30km/h
210711,rainy,night,wet,free,100km/h,200m,normal car,hurry (commute or flight),normal car,emergency vehicle,stopping,0m,0km/h
210793,rainy,night,wet,free,100km/h,200m,normal car,none,normal car,normal car,approaching,100m,50km/h
211057,rainy,night,wet,free,100km/h,200m,truck,none,normal car,none,approaching,50m,30km/h
211135,rainy,night,wet,free,100km/h,200m,truck,none,truck,emergency vehicle,approaching,50m,80km/h
211286,rainy,night,wet,free,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,50km/h
211506,rainy,night,wet,100m,35km/h,10m,normal car,hurry (commute or flight),normal car,none,approaching,50m,50km/h
212139,rainy,night,wet,100m,35km/h,10m,emergency vehicle,none,normal car,none,approaching,10m,50km/h
212203,rainy,night,wet,100m,35km/h,10m,emergency vehicle,none,truck,normal car,approaching,100m,50km/h
212283,rainy,night,wet,100m,35km/h,50m,normal car,urgent (to hospital),truck,none,approaching,100m,50km/h
212565,rainy,night,wet,100m,35km/h,50m,truck,urgent (to hospital),truck,normal car,approaching,50m,80km/h
212848,rainy,night,wet,100m,35km/h,50m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,10m,80km/h
213075,rainy,night,wet,100m,35km/h,100m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,80km/h
213323,rainy,night,wet,100m,35km/h,100m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,100m,50km/h
213413,rainy,night,wet,100m,35km/h,100m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,50km/h
213485,rainy,night,wet,100m,35km/h,100m,truck,none,normal car,none,approaching,50m,80km/h
213534,rainy,night,wet,100m,35km/h,100m,truck,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
213594,rainy,night,wet,100m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,30km/h
213680,rainy,night,wet,100m,35km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
213817,rainy,night,wet,100m,35km/h,100m,emergency vehicle,none,truck,none,approaching,50m,30km/h
214061,rainy,night,wet,100m,60km/h,50m,normal car,none,emergency vehicle,normal car,stopping,0m,0km/h
214095,rainy,night,wet,100m,60km/h,50m,normal car,none,truck,normal car,approaching,50m,80km/h
214165,rainy,night,wet,100m,60km/h,50m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,80km/h
214258,rainy,night,wet,100m,60km/h,50m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,80km/h
214295,rainy,night,wet,100m,60km/h,50m,truck,none,normal car,none,approaching,50m,80km/h
214392,rainy,night,wet,100m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,80km/h
214401,rainy,night,wet,100m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
214814,rainy,night,wet,100m,60km/h,100m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
214817,rainy,night,wet,100m,60km/h,100m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,30km/h
215028,rainy,night,wet,100m,60km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,80km/h
215201,rainy,night,wet,100m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
215242,rainy,night,wet,100m,60km/h,100m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,80km/h
215343,rainy,night,wet,100m,60km/h,100m,emergency vehicle,hurry (commute or flight),truck,none,approaching,100m,50km/h
215522,rainy,night,wet,100m,60km/h,150m,normal car,urgent (to hospital),truck,none,approaching,100m,80km/h
215698,rainy,night,wet,100m,60km/h,150m,normal car,none,emergency vehicle,emergency vehicle,approaching,10m,80km/h
215760,rainy,night,wet,100m,60km/h,150m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,10m,30km/h
216187,rainy,night,wet,100m,60km/h,150m,emergency vehicle,none,normal car,none,approaching,50m,30km/h
216400,rainy,night,wet,100m,100km/h,100m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,10m,30km/h
216471,rainy,night,wet,100m,100km/h,100m,normal car,none,normal car,emergency vehicle,stopping,0m,0km/h
216774,rainy,night,wet,100m,100km/h,100m,truck,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
216918,rainy,night,wet,100m,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,80km/h
216943,rainy,night,wet,100m,100km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,50km/h
216953,rainy,night,wet,100m,100km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,50km/h
217043,rainy,night,wet,100m,100km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,100m,50km/h
217063,rainy,night,wet,100m,100km/h,100m,emergency vehicle,none,truck,normal car,approaching,100m,50km/h
217242,rainy,night,wet,100m,100km/h,150m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,80km/h
217409,rainy,night,wet,100m,100km/h,150m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,50km/h
217634,rainy,night,wet,100m,100km/h,150m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,100m,30km/h
217673,rainy,night,wet,100m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,50km/h
217694,rainy,night,wet,100m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,30km/h
217864,rainy,night,wet,100m,100km/h,150m,emergency vehicle,none,truck,none,approaching,100m,30km/h
218664,rainy,night,wet,100m,100km/h,200m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
218864,rainy,night,wet,50m,35km/h,10m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
219307,rainy,night,wet,50m,35km/h,10m,emergency vehicle,urgent (to hospital),truck,none,approaching,50m,30km/h
219313,rainy,night,wet,50m,35km/h,10m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,50km/h
219319,rainy,night,wet,50m,35km/h,10m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,10m,50km/h
219948,rainy,night,wet,50m,35km/h,50m,truck,hurry (commute or flight),truck,normal car,approaching,10m,80km/h
219971,rainy,night,wet,50m,35km/h,50m,truck,none,normal car,normal car,stopping,0m,0km/h
220148,rainy,night,wet,50m,35km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,10m,80km/h
220160,rainy,night,wet,50m,35km/h,50m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
220279,rainy,night,wet,50m,35km/h,50m,emergency vehicle,none,emergency vehicle,normal car,approaching,10m,50km/h
220320,rainy,night,wet,50m,35km/h,50m,emergency vehicle,none,truck,emergency vehicle,approaching,10m,30km/h
220551,rainy,night,wet,50m,35km/h,100m,normal car,none,emergency vehicle,emergency vehicle,stopping,0m,0km/h
220638,rainy,night,wet,50m,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,10m,80km/h
220676,rainy,night,wet,50m,35km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,50m,50km/h
220780,rainy,night,wet,50m,35km/h,100m,truck,none,normal car,none,approaching,10m,30km/h
220790,rainy,night,wet,50m,35km/h,100m,truck,none,normal car,normal car,approaching,10m,30km/h
221144,rainy,night,wet,50m,60km/h,50m,normal car,urgent (to hospital),normal car,normal car,approaching,100m,30km/h
221453,rainy,night,wet,50m,60km/h,50m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,50km/h
221550,rainy,night,wet,50m,60km/h,50m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
221751,rainy,night,wet,50m,60km/h,50m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,stopping,0m,0km/h
222226,rainy,night,wet,50m,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
222229,rainy,night,wet,50m,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
222415,rainy,night,wet,50m,60km/h,100m,truck,none,normal car,emergency vehicle,approaching,50m,80km/h
222496,rainy,night,wet,50m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
222557,rainy,night,wet,50m,60km/h,100m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,50m,30km/h
222575,rainy,night,wet,50m,60km/h,100m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,80km/h
222723,rainy,night,wet,50m,60km/h,100m,emergency vehicle,none,truck,none,approaching,100m,50km/h
222730,rainy,night,wet,50m,60km/h,100m,emergency vehicle,none,truck,none,approaching,10m,30km/h
222759,rainy,night,wet,50m,60km/h,150m,normal car,urgent (to hospital),normal car,none,approaching,10m,50km/h
223015,rainy,night,wet,50m,60km/h,150m,normal car,none,truck,emergency vehicle,approaching,50m,80km/h
223051,rainy,night,wet,50m,60km/h,150m,truck,urgent (to hospital),emergency vehicle,none,stopping,0m,0km/h
223384,rainy,night,wet,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,100m,30km/h
223386,rainy,night,wet,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,50km/h
223562,rainy,night,wet,50m,100km/h,100m,normal car,urgent (to hospital),normal car,none,approaching,100m,80km/h
223825,rainy,night,wet,50m,100km/h,100m,normal car,none,truck,emergency vehicle,approaching,50m,80km/h
224826,rainy,night,wet,50m,100km/h,150m,truck,none,normal car,none,approaching,50m,50km/h
225059,rainy,night,wet,50m,100km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,50km/h
225569,rainy,night,wet,50m,100km/h,200m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,50km/h
225682,rainy,night,wet,50m,100km/h,200m,truck,none,emergency vehicle,emergency vehicle,approaching,100m,80km/h
225690,rainy,night,wet,50m,100km/h,200m,truck,none,emergency vehicle,emergency vehicle,approaching,10m,30km/h
226139,rainy,night,wet,20m,35km/h,10m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,50km/h
226162,rainy,night,wet,20m,35km/h,10m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,100m,80km/h
226304,rainy,night,wet,20m,35km/h,10m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
226328,rainy,night,wet,20m,35km/h,10m,truck,urgent (to hospital),truck,none,approaching,10m,80km/h
226373,rainy,night,wet,20m,35km/h,10m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,50km/h
226460,rainy,night,wet,20m,35km/h,10m,truck,none,normal car,normal car,approaching,10m,30km/h
226503,rainy,night,wet,20m,35km/h,10m,truck,none,truck,none,approaching,100m,50km/h
226846,rainy,night,wet,20m,35km/h,50m,normal car,urgent (to hospital),emergency vehicle,normal car,approaching,50m,50km/h
226882,rainy,night,wet,20m,35km/h,50m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,100m,80km/h
226947,rainy,night,wet,20m,35km/h,50m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,30km/h
226982,rainy,night,wet,20m,35km/h,50m,normal car,none,normal car,none,approaching,100m,80km/h
227141,rainy,night,wet,20m,35km/h,50m,truck,urgent (to hospital),truck,normal car,stopping,0m,0km/h
227261,rainy,night,wet,20m,35km/h,50m,truck,none,normal car,normal car,stopping,0m,0km/h
227544,rainy,night,wet,20m,35km/h,50m,emergency vehicle,none,normal car,emergency vehicle,approaching,100m,30km/h
227603,rainy,night,wet,20m,35km/h,50m,emergency vehicle,none,truck,emergency vehicle,approaching,100m,50km/h
227615,rainy,night,wet,20m,35km/h,100m,normal car,urgent (to hospital),normal car,none,approaching,50m,80km/h
227887,rainy,night,wet,20m,35km/h,100m,truck,urgent (to hospital),normal car,none,approaching,50m,30km/h
227949,rainy,night,wet,20m,35km/h,100m,truck,urgent (to hospital),truck,none,approaching,10m,50km/h
227979,rainy,night,wet,20m,35km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,10m,50km/h
228122,rainy,night,wet,20m,35km/h,100m,truck,none,truck,none,approaching,100m,80km/h
228256,rainy,night,wet,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,50km/h
228283,rainy,night,wet,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,100m,50km/h
228309,rainy,night,wet,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),truck,none,approaching,10m,50km/h
228622,rainy,night,wet,20m,60km/h,50m,normal car,none,normal car,emergency vehicle,approaching,100m,80km/h
228755,rainy,night,wet,20m,60km/h,50m,truck,urgent (to hospital),truck,none,approaching,50m,80km/h
228811,rainy,night,wet,20m,60km/h,50m,truck,hurry (commute or flight),emergency vehicle,none,stopping,0m,0km/h
229137,rainy,night,wet,20m,60km/h,50m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,50m,30km/h
