id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
2744,ensoleillé,jour,mouillé,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
2784,ensoleillé,jour,mouillé,enfant,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
2798,ensoleillé,jour,mouillé,enfant,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
2815,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
2827,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
2857,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
2860,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
2865,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
2879,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
2886,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
2911,ensoleillé,jour,mouillé,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
2954,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,25km/h
2969,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,50m,50km/h
2975,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
3001,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
3012,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
3015,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
3016,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
3051,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
3060,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
3063,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
3069,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
3078,ensoleillé,jour,mouillé,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
3106,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
3112,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
3129,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,s’arrêter,camion,aucun,100m,25km/h
3170,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
3185,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
3201,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
3205,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
3208,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
3231,ensoleillé,jour,mouillé,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
3264,ensoleillé,jour,mouillé,personne âgée,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
3270,ensoleillé,jour,mouillé,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
3283,ensoleillé,jour,mouillé,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
3296,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
3299,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
3303,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
3311,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
3315,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
3335,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
3342,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
3353,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
3354,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
3367,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
3395,ensoleillé,jour,mouillé,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
3411,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
3416,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
3422,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
3426,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
3430,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
3434,ensoleillé,jour,mouillé,policier,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
3462,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
3473,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
3475,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
3480,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
3482,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
3486,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
3489,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
3499,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
3508,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
3523,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
3538,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
3546,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
3563,ensoleillé,jour,mouillé,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
3572,ensoleillé,jour,mouillé,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
3580,ensoleillé,jour,mouillé,policier,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
3589,ensoleillé,jour,mouillé,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
3610,ensoleillé,jour,mouillé,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
3624,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
3634,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
3636,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
3644,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
3653,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
3657,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
3687,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
3703,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,25km/h
3704,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
3722,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
3726,ensoleillé,jour,mouillé,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
3734,ensoleillé,jour,mouillé,policier,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
3754,ensoleillé,jour,mouillé,policier,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
3770,ensoleillé,jour,mouillé,policier,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
3777,ensoleillé,jour,mouillé,policier,regarde autour,s’arrêter,camion,aucun,100m,25km/h
3779,ensoleillé,jour,mouillé,policier,regarde autour,s’arrêter,camion,aucun,50m,50km/h
3789,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
3795,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
3822,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
3844,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
3845,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
3847,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
3858,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
3887,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
3888,ensoleillé,jour,mouillé,policier,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
3911,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
3913,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
3920,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
3966,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
3985,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
3994,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
4000,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
4008,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
4014,ensoleillé,jour,mouillé,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
