id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
289,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
290,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
291,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
292,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
293,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
294,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
295,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
296,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
297,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
298,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
299,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
300,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
301,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
302,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
303,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
304,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
305,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
306,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
307,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
308,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
309,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
310,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
311,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
312,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
313,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
314,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
315,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
316,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
317,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
318,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
319,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,10m,25km/h
320,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,50m,25km/h
321,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,100m,25km/h
322,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,10m,50km/h
323,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,50m,50km/h
324,sunny,day,dry,children,talking to someone,moving orientation not towards crosswalk,truck,none,100m,50km/h
325,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),10m,25km/h
326,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),50m,25km/h
327,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),100m,25km/h
328,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),10m,50km/h
329,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),50m,50km/h
330,sunny,day,dry,children,looking around,stop,normal car,urgent (to hospital),100m,50km/h
331,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),10m,25km/h
332,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),50m,25km/h
333,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),100m,25km/h
334,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),10m,50km/h
335,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),50m,50km/h
336,sunny,day,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),100m,50km/h
337,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),10m,25km/h
338,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),50m,25km/h
339,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),100m,25km/h
340,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),10m,50km/h
341,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),50m,50km/h
342,sunny,day,dry,children,looking around,stop,truck,urgent (to hospital),100m,50km/h
343,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),10m,25km/h
344,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),50m,25km/h
345,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),100m,25km/h
346,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),10m,50km/h
347,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),50m,50km/h
348,sunny,day,dry,children,looking around,stop,normal car,hurry (commute or flight),100m,50km/h
349,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
350,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
351,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
352,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
353,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
354,sunny,day,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
355,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),10m,25km/h
356,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),50m,25km/h
357,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),100m,25km/h
358,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),10m,50km/h
359,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),50m,50km/h
360,sunny,day,dry,children,looking around,stop,truck,hurry (commute or flight),100m,50km/h
361,sunny,day,dry,children,looking around,stop,normal car,none,10m,25km/h
362,sunny,day,dry,children,looking around,stop,normal car,none,50m,25km/h
363,sunny,day,dry,children,looking around,stop,normal car,none,100m,25km/h
364,sunny,day,dry,children,looking around,stop,normal car,none,10m,50km/h
365,sunny,day,dry,children,looking around,stop,normal car,none,50m,50km/h
366,sunny,day,dry,children,looking around,stop,normal car,none,100m,50km/h
367,sunny,day,dry,children,looking around,stop,emergency vehicle,none,10m,25km/h
368,sunny,day,dry,children,looking around,stop,emergency vehicle,none,50m,25km/h
369,sunny,day,dry,children,looking around,stop,emergency vehicle,none,100m,25km/h
370,sunny,day,dry,children,looking around,stop,emergency vehicle,none,10m,50km/h
371,sunny,day,dry,children,looking around,stop,emergency vehicle,none,50m,50km/h
372,sunny,day,dry,children,looking around,stop,emergency vehicle,none,100m,50km/h
373,sunny,day,dry,children,looking around,stop,truck,none,10m,25km/h
374,sunny,day,dry,children,looking around,stop,truck,none,50m,25km/h
375,sunny,day,dry,children,looking around,stop,truck,none,100m,25km/h
376,sunny,day,dry,children,looking around,stop,truck,none,10m,50km/h
377,sunny,day,dry,children,looking around,stop,truck,none,50m,50km/h
378,sunny,day,dry,children,looking around,stop,truck,none,100m,50km/h
379,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
380,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
381,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
382,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
383,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
384,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
385,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
386,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
387,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
388,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
389,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
390,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
391,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
392,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
393,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
394,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
395,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
396,sunny,day,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
397,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
398,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
399,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
400,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
401,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
402,sunny,day,dry,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
403,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
404,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
405,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
406,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
407,sunny,day,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
