id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
248,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
249,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
250,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
251,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
252,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
253,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
254,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
255,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
256,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
257,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
258,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
259,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
260,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
261,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
262,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
263,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
264,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
265,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
266,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
267,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
268,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
269,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
270,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
271,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
272,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
273,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
274,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
275,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
276,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
277,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
278,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
279,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
280,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
281,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
282,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
283,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
284,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
285,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
286,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
287,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
288,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
289,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,无
290,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
291,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,无
292,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,无
293,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
294,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
295,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,普通车辆
296,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,普通车辆
297,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
298,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
299,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
300,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,普通车辆,无特殊需求,应急车辆
301,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,无
302,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
303,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,无
304,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
305,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
306,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
307,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
308,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
309,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
310,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
311,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,应急车辆
312,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
313,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,无
314,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,无
315,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,无
316,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,无
317,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
318,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
319,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
320,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
321,晴天,白天,干燥,无车辆,成年人,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
322,晴天,白天,干燥,无车辆,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
323,晴天,白天,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,应急车辆
324,晴天,白天,干燥,无车辆,儿童,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
325,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
326,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
327,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,无
328,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,无
329,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
330,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
331,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
332,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
333,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
334,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
335,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
336,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,应急车辆
337,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
338,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
339,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
340,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
341,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
342,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
343,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
344,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
345,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
346,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
347,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
348,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
349,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,无
350,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
351,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,无
352,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,无
353,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
354,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
355,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,普通车辆
356,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,普通车辆
357,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
358,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
359,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
360,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,卡车,紧急（去医院）,应急车辆
361,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
362,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
363,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
364,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
365,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
366,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
367,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
368,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
369,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
370,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
371,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
372,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
373,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
374,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
375,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
376,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
377,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
378,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
379,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
380,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
381,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
382,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
383,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
384,晴天,白天,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
385,晴天,白天,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
386,晴天,白天,干燥,无车辆,成年人,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
387,晴天,白天,干燥,无车辆,儿童,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,无
