id,weather,time,road_condition,merging_vehicle_speed,merging_gap,merging_vehicle_type,mainstream_front_space,occupant_requirement,ego_role,ego_state,ego_distance,ego_velocity,following_vehicle
135099,rainy,day,wet,60km/h,150m,normal car,free,none,truck,approaching,10m,30km/h,normal car
135115,rainy,day,wet,60km/h,150m,truck,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
135421,rainy,day,wet,60km/h,150m,emergency vehicle,free,urgent (to hospital),truck,approaching,10m,80km/h,normal car
135581,rainy,day,wet,60km/h,150m,emergency vehicle,free,none,truck,approaching,50m,50km/h,normal car
135746,rainy,day,wet,100km/h,100m,normal car,free,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
135846,rainy,day,wet,100km/h,100m,truck,free,urgent (to hospital),normal car,approaching,10m,30km/h,none
135979,rainy,day,wet,100km/h,100m,truck,free,hurry (commute or flight),truck,approaching,10m,80km/h,none
136054,rainy,day,wet,100km/h,100m,truck,free,none,truck,approaching,100m,80km/h,none
136104,rainy,day,wet,100km/h,100m,emergency vehicle,free,urgent (to hospital),normal car,approaching,50m,30km/h,emergency vehicle
136229,rainy,day,wet,100km/h,100m,emergency vehicle,free,hurry (commute or flight),truck,approaching,50m,50km/h,normal car
136388,rainy,day,wet,100km/h,150m,normal car,free,urgent (to hospital),truck,approaching,100m,50km/h,normal car
136410,rainy,day,wet,100km/h,150m,normal car,free,hurry (commute or flight),normal car,approaching,50m,30km/h,none
136501,rainy,day,wet,100km/h,150m,normal car,free,none,normal car,approaching,10m,80km/h,normal car
136592,rainy,day,wet,100km/h,150m,truck,free,urgent (to hospital),normal car,approaching,10m,50km/h,emergency vehicle
136610,rainy,day,wet,100km/h,150m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
136806,rainy,day,wet,100km/h,150m,truck,free,none,truck,approaching,50m,30km/h,emergency vehicle
136821,rainy,day,wet,100km/h,150m,emergency vehicle,free,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
137207,rainy,day,wet,100km/h,200m,normal car,free,hurry (commute or flight),truck,approaching,100m,50km/h,emergency vehicle
137269,rainy,day,wet,100km/h,200m,normal car,free,none,truck,approaching,100m,80km/h,none
137326,rainy,day,wet,100km/h,200m,truck,free,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
137347,rainy,day,wet,100km/h,200m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,emergency vehicle
137782,rainy,day,wet,35km/h,10m,normal car,100m,urgent (to hospital),normal car,approaching,100m,80km/h,none
137920,rainy,day,wet,35km/h,10m,normal car,100m,hurry (commute or flight),truck,approaching,50m,80km/h,none
138110,rainy,day,wet,35km/h,10m,truck,100m,hurry (commute or flight),normal car,approaching,50m,50km/h,none
138126,rainy,day,wet,35km/h,10m,truck,100m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
138322,rainy,day,wet,35km/h,10m,emergency vehicle,100m,urgent (to hospital),truck,approaching,100m,80km/h,none
138608,rainy,day,wet,35km/h,50m,normal car,100m,hurry (commute or flight),normal car,approaching,10m,50km/h,normal car
138730,rainy,day,wet,35km/h,50m,normal car,100m,none,truck,approaching,50m,80km/h,none
139438,rainy,day,wet,35km/h,100m,normal car,100m,none,emergency vehicle,approaching,100m,80km/h,normal car
139497,rainy,day,wet,35km/h,100m,truck,100m,urgent (to hospital),normal car,approaching,50m,30km/h,normal car
140024,rainy,day,wet,60km/h,50m,normal car,100m,urgent (to hospital),truck,approaching,100m,50km/h,none
140155,rainy,day,wet,60km/h,50m,normal car,100m,none,normal car,approaching,10m,80km/h,emergency vehicle
140308,rainy,day,wet,60km/h,50m,truck,100m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
140427,rainy,day,wet,60km/h,50m,truck,100m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
140569,rainy,day,wet,60km/h,50m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
140598,rainy,day,wet,60km/h,50m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,30km/h,none
140634,rainy,day,wet,60km/h,50m,emergency vehicle,100m,none,normal car,approaching,10m,30km/h,normal car
140665,rainy,day,wet,60km/h,50m,emergency vehicle,100m,none,emergency vehicle,approaching,50m,80km/h,emergency vehicle
140714,rainy,day,wet,60km/h,100m,normal car,100m,urgent (to hospital),normal car,approaching,10m,50km/h,normal car
140732,rainy,day,wet,60km/h,100m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,none
140800,rainy,day,wet,60km/h,100m,normal car,100m,hurry (commute or flight),normal car,approaching,50m,80km/h,emergency vehicle
140969,rainy,day,wet,60km/h,100m,truck,100m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
141115,rainy,day,wet,60km/h,100m,truck,100m,none,normal car,approaching,50m,80km/h,normal car
141205,rainy,day,wet,60km/h,100m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,50m,80km/h,emergency vehicle
141335,rainy,day,wet,60km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
141495,rainy,day,wet,60km/h,150m,normal car,100m,urgent (to hospital),truck,approaching,50m,30km/h,normal car
141512,rainy,day,wet,60km/h,150m,normal car,100m,hurry (commute or flight),normal car,approaching,50m,50km/h,none
141783,rainy,day,wet,60km/h,150m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,none
142173,rainy,day,wet,100km/h,100m,normal car,100m,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
142235,rainy,day,wet,100km/h,100m,normal car,100m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
142338,rainy,day,wet,100km/h,100m,normal car,100m,none,normal car,approaching,100m,30km/h,emergency vehicle
142349,rainy,day,wet,100km/h,100m,normal car,100m,none,emergency vehicle,approaching,50m,50km/h,none
142385,rainy,day,wet,100km/h,100m,normal car,100m,none,truck,approaching,50m,50km/h,normal car
142409,rainy,day,wet,100km/h,100m,truck,100m,urgent (to hospital),normal car,approaching,100m,50km/h,normal car
142434,rainy,day,wet,100km/h,100m,truck,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,none
142672,rainy,day,wet,100km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
142721,rainy,day,wet,100km/h,100m,emergency vehicle,100m,urgent (to hospital),truck,approaching,10m,50km/h,emergency vehicle
142859,rainy,day,wet,100km/h,100m,emergency vehicle,100m,none,truck,approaching,100m,50km/h,none
142910,rainy,day,wet,100km/h,150m,normal car,100m,urgent (to hospital),normal car,approaching,10m,50km/h,emergency vehicle
143048,rainy,day,wet,100km/h,150m,normal car,100m,none,normal car,approaching,100m,50km/h,none
143137,rainy,day,wet,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,100m,80km/h,normal car
143152,rainy,day,wet,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
143614,rainy,day,wet,100km/h,200m,normal car,100m,urgent (to hospital),normal car,approaching,100m,80km/h,none
143765,rainy,day,wet,100km/h,200m,normal car,100m,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
143766,rainy,day,wet,100km/h,200m,normal car,100m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
143815,rainy,day,wet,100km/h,200m,normal car,100m,none,emergency vehicle,approaching,50m,80km/h,normal car
144042,rainy,day,wet,100km/h,200m,truck,100m,none,normal car,approaching,50m,30km/h,emergency vehicle
144068,rainy,day,wet,100km/h,200m,truck,100m,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
144266,rainy,day,wet,100km/h,200m,emergency vehicle,100m,none,normal car,approaching,50m,50km/h,none
144316,rainy,day,wet,100km/h,200m,emergency vehicle,100m,none,truck,approaching,100m,80km/h,none
144340,rainy,day,wet,100km/h,200m,emergency vehicle,100m,none,truck,approaching,10m,80km/h,emergency vehicle
144553,rainy,day,wet,35km/h,10m,normal car,50m,none,emergency vehicle,approaching,50m,80km/h,emergency vehicle
144613,rainy,day,wet,35km/h,10m,truck,50m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,none
144619,rainy,day,wet,35km/h,10m,truck,50m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,none
144697,rainy,day,wet,35km/h,10m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,none
144938,rainy,day,wet,35km/h,10m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
145581,rainy,day,wet,35km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,30km/h,emergency vehicle
145670,rainy,day,wet,35km/h,50m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,none
145679,rainy,day,wet,35km/h,50m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,normal car
145968,rainy,day,wet,35km/h,100m,normal car,50m,none,normal car,approaching,50m,30km/h,none
145989,rainy,day,wet,35km/h,100m,normal car,50m,none,normal car,approaching,10m,30km/h,emergency vehicle
146229,rainy,day,wet,35km/h,100m,truck,50m,none,normal car,approaching,50m,30km/h,emergency vehicle
146428,rainy,day,wet,35km/h,100m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,10m,80km/h,none
146532,rainy,day,wet,60km/h,50m,normal car,50m,urgent (to hospital),normal car,approaching,100m,30km/h,none
146737,rainy,day,wet,60km/h,50m,normal car,50m,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
146915,rainy,day,wet,60km/h,50m,truck,50m,hurry (commute or flight),truck,approaching,10m,50km/h,none
146976,rainy,day,wet,60km/h,50m,truck,50m,none,emergency vehicle,approaching,50m,30km/h,normal car
147018,rainy,day,wet,60km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,30km/h,none
147304,rainy,day,wet,60km/h,100m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,emergency vehicle
147366,rainy,day,wet,60km/h,100m,normal car,50m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
147687,rainy,day,wet,60km/h,100m,truck,50m,none,normal car,approaching,50m,30km/h,emergency vehicle
147693,rainy,day,wet,60km/h,100m,truck,50m,none,emergency vehicle,approaching,100m,30km/h,none
147695,rainy,day,wet,60km/h,100m,truck,50m,none,emergency vehicle,approaching,50m,50km/h,none
147745,rainy,day,wet,60km/h,100m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,80km/h,none
147992,rainy,day,wet,60km/h,150m,normal car,50m,urgent (to hospital),normal car,approaching,50m,50km/h,none
148089,rainy,day,wet,60km/h,150m,normal car,50m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
148243,rainy,day,wet,60km/h,150m,truck,50m,urgent (to hospital),normal car,approaching,50m,80km/h,normal car
148551,rainy,day,wet,60km/h,150m,emergency vehicle,50m,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
148571,rainy,day,wet,60km/h,150m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,50km/h,normal car
148582,rainy,day,wet,60km/h,150m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
148596,rainy,day,wet,60km/h,150m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
148697,rainy,day,wet,60km/h,150m,emergency vehicle,50m,none,truck,approaching,10m,50km/h,none
148839,rainy,day,wet,100km/h,100m,normal car,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
148971,rainy,day,wet,100km/h,100m,truck,50m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
149049,rainy,day,wet,100km/h,100m,truck,50m,hurry (commute or flight),normal car,approaching,10m,30km/h,none
149223,rainy,day,wet,100km/h,100m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
149245,rainy,day,wet,100km/h,100m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,normal car
149281,rainy,day,wet,100km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,10m,80km/h,emergency vehicle
149293,rainy,day,wet,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
149355,rainy,day,wet,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
149617,rainy,day,wet,100km/h,150m,normal car,50m,none,normal car,approaching,100m,80km/h,normal car
149636,rainy,day,wet,100km/h,150m,normal car,50m,none,emergency vehicle,approaching,100m,50km/h,none
149789,rainy,day,wet,100km/h,150m,truck,50m,hurry (commute or flight),normal car,approaching,100m,50km/h,emergency vehicle
149937,rainy,day,wet,100km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,30km/h,none
149952,rainy,day,wet,100km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
150033,rainy,day,wet,100km/h,150m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
150130,rainy,day,wet,100km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,100m,80km/h,normal car
150138,rainy,day,wet,100km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,10m,30km/h,normal car
150287,rainy,day,wet,100km/h,200m,normal car,50m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,none
150389,rainy,day,wet,100km/h,200m,normal car,50m,none,emergency vehicle,approaching,10m,50km/h,emergency vehicle
150410,rainy,day,wet,100km/h,200m,normal car,50m,none,truck,approaching,100m,50km/h,emergency vehicle
150767,rainy,day,wet,100km/h,200m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,50km/h,emergency vehicle
150962,rainy,day,wet,35km/h,10m,normal car,20m,urgent (to hospital),truck,approaching,50m,50km/h,none
150992,rainy,day,wet,35km/h,10m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,50km/h,none
150998,rainy,day,wet,35km/h,10m,normal car,20m,hurry (commute or flight),normal car,approaching,50m,50km/h,normal car
151021,rainy,day,wet,35km/h,10m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,normal car
151211,rainy,day,wet,35km/h,10m,truck,20m,urgent (to hospital),truck,approaching,100m,50km/h,normal car
151431,rainy,day,wet,35km/h,10m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
151537,rainy,day,wet,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,50m,80km/h,normal car
151661,rainy,day,wet,35km/h,50m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
151842,rainy,day,wet,35km/h,50m,normal car,20m,none,emergency vehicle,approaching,100m,30km/h,emergency vehicle
152034,rainy,day,wet,35km/h,50m,truck,20m,hurry (commute or flight),truck,approaching,50m,30km/h,emergency vehicle
152096,rainy,day,wet,35km/h,50m,truck,20m,none,truck,approaching,50m,50km/h,none
152128,rainy,day,wet,35km/h,50m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,100m,80km/h,normal car
152177,rainy,day,wet,35km/h,50m,emergency vehicle,20m,urgent (to hospital),truck,approaching,50m,50km/h,none
152373,rainy,day,wet,35km/h,100m,normal car,20m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
152437,rainy,day,wet,35km/h,100m,normal car,20m,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
152450,rainy,day,wet,35km/h,100m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,50km/h,none
152472,rainy,day,wet,35km/h,100m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
152972,rainy,day,wet,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,normal car
153040,rainy,day,wet,35km/h,100m,emergency vehicle,20m,none,emergency vehicle,approaching,50m,80km/h,none
153157,rainy,day,wet,60km/h,50m,normal car,20m,urgent (to hospital),truck,approaching,50m,80km/h,normal car
153384,rainy,day,wet,60km/h,50m,truck,20m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,emergency vehicle
153456,rainy,day,wet,60km/h,50m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
153476,rainy,day,wet,60km/h,50m,truck,20m,hurry (commute or flight),truck,approaching,10m,50km/h,none
153600,rainy,day,wet,60km/h,50m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,50m,30km/h,emergency vehicle
153652,rainy,day,wet,60km/h,50m,emergency vehicle,20m,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
153758,rainy,day,wet,60km/h,50m,emergency vehicle,20m,none,normal car,approaching,100m,50km/h,emergency vehicle
153837,rainy,day,wet,60km/h,100m,normal car,20m,urgent (to hospital),normal car,approaching,10m,30km/h,normal car
153925,rainy,day,wet,60km/h,100m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,80km/h,emergency vehicle
153928,rainy,day,wet,60km/h,100m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
153959,rainy,day,wet,60km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,50m,50km/h,none
154093,rainy,day,wet,60km/h,100m,truck,20m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
154199,rainy,day,wet,60km/h,100m,truck,20m,hurry (commute or flight),truck,approaching,100m,50km/h,none
154402,rainy,day,wet,60km/h,100m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
154409,rainy,day,wet,60km/h,100m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,50m,50km/h,emergency vehicle
154443,rainy,day,wet,60km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,30km/h,none
154562,rainy,day,wet,60km/h,150m,normal car,20m,urgent (to hospital),normal car,approaching,50m,50km/h,normal car
154705,rainy,day,wet,60km/h,150m,normal car,20m,hurry (commute or flight),truck,approaching,50m,80km/h,emergency vehicle
154739,rainy,day,wet,60km/h,150m,normal car,20m,none,emergency vehicle,approaching,100m,50km/h,none
154972,rainy,day,wet,60km/h,150m,truck,20m,none,normal car,approaching,100m,80km/h,emergency vehicle
154989,rainy,day,wet,60km/h,150m,truck,20m,none,emergency vehicle,approaching,10m,30km/h,none
155189,rainy,day,wet,60km/h,150m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,50km/h,emergency vehicle
155252,rainy,day,wet,60km/h,150m,emergency vehicle,20m,none,truck,approaching,100m,50km/h,none
155283,rainy,day,wet,100km/h,100m,normal car,20m,urgent (to hospital),normal car,approaching,50m,30km/h,none
155373,rainy,day,wet,100km/h,100m,normal car,20m,hurry (commute or flight),normal car,approaching,50m,30km/h,normal car
155437,rainy,day,wet,100km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,10m,80km/h,emergency vehicle
155785,rainy,day,wet,100km/h,100m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,50m,80km/h,emergency vehicle
155810,rainy,day,wet,100km/h,100m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,emergency vehicle
155816,rainy,day,wet,100km/h,100m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,emergency vehicle
155924,rainy,day,wet,100km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,10m,50km/h,emergency vehicle
156127,rainy,day,wet,100km/h,150m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,normal car
156843,rainy,day,wet,100km/h,200m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
156945,rainy,day,wet,100km/h,200m,normal car,20m,none,emergency vehicle,approaching,100m,30km/h,emergency vehicle
157097,rainy,day,wet,100km/h,200m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
157318,rainy,day,wet,100km/h,200m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
157751,rainy,night,dry,35km/h,10m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
157847,rainy,night,dry,35km/h,10m,truck,free,hurry (commute or flight),truck,approaching,50m,50km/h,none
157850,rainy,night,dry,35km/h,10m,truck,free,hurry (commute or flight),truck,approaching,10m,50km/h,none
157949,rainy,night,dry,35km/h,10m,truck,free,none,truck,approaching,10m,50km/h,emergency vehicle
158162,rainy,night,dry,35km/h,10m,emergency vehicle,free,none,emergency vehicle,approaching,50m,50km/h,emergency vehicle
158220,rainy,night,dry,35km/h,50m,normal car,free,urgent (to hospital),normal car,approaching,10m,30km/h,emergency vehicle
158496,rainy,night,dry,35km/h,50m,truck,free,urgent (to hospital),truck,approaching,50m,30km/h,none
158524,rainy,night,dry,35km/h,50m,truck,free,hurry (commute or flight),normal car,approaching,10m,80km/h,none
158539,rainy,night,dry,35km/h,50m,truck,free,hurry (commute or flight),normal car,approaching,50m,80km/h,emergency vehicle
158686,rainy,night,dry,35km/h,50m,emergency vehicle,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
158813,rainy,night,dry,35km/h,50m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
158867,rainy,night,dry,35km/h,50m,emergency vehicle,free,none,normal car,approaching,10m,50km/h,emergency vehicle
159052,rainy,night,dry,35km/h,100m,normal car,free,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,emergency vehicle
159178,rainy,night,dry,35km/h,100m,truck,free,urgent (to hospital),normal car,approaching,50m,80km/h,normal car
159519,rainy,night,dry,35km/h,100m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
159582,rainy,night,dry,35km/h,100m,emergency vehicle,free,none,normal car,approaching,100m,30km/h,normal car
159660,rainy,night,dry,60km/h,50m,normal car,free,urgent (to hospital),normal car,approaching,10m,30km/h,none
159848,rainy,night,dry,60km/h,50m,normal car,free,none,emergency vehicle,approaching,10m,50km/h,none
159897,rainy,night,dry,60km/h,50m,truck,free,urgent (to hospital),normal car,approaching,100m,30km/h,none
160012,rainy,night,dry,60km/h,50m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,normal car
160017,rainy,night,dry,60km/h,50m,truck,free,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
160085,rainy,night,dry,60km/h,50m,truck,free,none,emergency vehicle,approaching,100m,50km/h,none
160179,rainy,night,dry,60km/h,50m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
160362,rainy,night,dry,60km/h,50m,emergency vehicle,free,none,truck,approaching,10m,30km/h,none
160376,rainy,night,dry,60km/h,50m,emergency vehicle,free,none,truck,approaching,50m,50km/h,emergency vehicle
160378,rainy,night,dry,60km/h,50m,emergency vehicle,free,none,truck,approaching,10m,80km/h,emergency vehicle
160514,rainy,night,dry,60km/h,100m,normal car,free,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
160612,rainy,night,dry,60km/h,100m,normal car,free,none,truck,approaching,10m,80km/h,normal car
160690,rainy,night,dry,60km/h,100m,truck,free,urgent (to hospital),truck,approaching,50m,80km/h,normal car
160824,rainy,night,dry,60km/h,100m,truck,free,none,emergency vehicle,approaching,100m,30km/h,normal car
160915,rainy,night,dry,60km/h,100m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,emergency vehicle
160927,rainy,night,dry,60km/h,100m,emergency vehicle,free,urgent (to hospital),truck,approaching,10m,80km/h,none
160985,rainy,night,dry,60km/h,100m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,normal car
161037,rainy,night,dry,60km/h,100m,emergency vehicle,free,none,normal car,approaching,10m,30km/h,none
161200,rainy,night,dry,60km/h,150m,normal car,free,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
161400,rainy,night,dry,60km/h,150m,truck,free,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,emergency vehicle
161518,rainy,night,dry,60km/h,150m,truck,free,none,normal car,approaching,50m,80km/h,none
161557,rainy,night,dry,60km/h,150m,truck,free,none,emergency vehicle,approaching,10m,80km/h,normal car
161935,rainy,night,dry,100km/h,100m,normal car,free,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
162111,rainy,night,dry,100km/h,100m,truck,free,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,none
162157,rainy,night,dry,100km/h,100m,truck,free,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
162251,rainy,night,dry,100km/h,100m,truck,free,none,normal car,approaching,10m,50km/h,none
162420,rainy,night,dry,100km/h,100m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,50m,30km/h,normal car
162486,rainy,night,dry,100km/h,100m,emergency vehicle,free,hurry (commute or flight),truck,approaching,10m,30km/h,emergency vehicle
162502,rainy,night,dry,100km/h,100m,emergency vehicle,free,none,normal car,approaching,10m,80km/h,normal car
162517,rainy,night,dry,100km/h,100m,emergency vehicle,free,none,emergency vehicle,approaching,50m,80km/h,none
162734,rainy,night,dry,100km/h,150m,normal car,free,none,normal car,approaching,50m,50km/h,none
162876,rainy,night,dry,100km/h,150m,truck,free,urgent (to hospital),truck,approaching,100m,30km/h,normal car
163127,rainy,night,dry,100km/h,150m,emergency vehicle,free,urgent (to hospital),truck,approaching,100m,50km/h,emergency vehicle
163160,rainy,night,dry,100km/h,150m,emergency vehicle,free,hurry (commute or flight),normal car,approaching,10m,50km/h,emergency vehicle
163182,rainy,night,dry,100km/h,150m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,emergency vehicle
163236,rainy,night,dry,100km/h,150m,emergency vehicle,free,none,normal car,approaching,100m,30km/h,emergency vehicle
163693,rainy,night,dry,100km/h,200m,truck,free,hurry (commute or flight),truck,approaching,100m,80km/h,emergency vehicle
163775,rainy,night,dry,100km/h,200m,truck,free,none,truck,approaching,100m,50km/h,emergency vehicle
163915,rainy,night,dry,100km/h,200m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,emergency vehicle
164520,rainy,night,dry,35km/h,10m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,10m,30km/h,none
164901,rainy,night,dry,35km/h,50m,normal car,100m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
165001,rainy,night,dry,35km/h,50m,truck,100m,urgent (to hospital),normal car,approaching,50m,80km/h,none
165456,rainy,night,dry,35km/h,50m,emergency vehicle,100m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
165629,rainy,night,dry,35km/h,100m,normal car,100m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
165714,rainy,night,dry,35km/h,100m,normal car,100m,none,truck,approaching,50m,30km/h,normal car
166096,rainy,night,dry,35km/h,100m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,emergency vehicle
166385,rainy,night,dry,60km/h,50m,normal car,100m,none,normal car,approaching,100m,50km/h,normal car
166503,rainy,night,dry,60km/h,50m,truck,100m,urgent (to hospital),emergency vehicle,approaching,100m,30km/h,emergency vehicle
166654,rainy,night,dry,60km/h,50m,truck,100m,none,emergency vehicle,approaching,100m,80km/h,normal car
166661,rainy,night,dry,60km/h,50m,truck,100m,none,emergency vehicle,approaching,10m,50km/h,normal car
166940,rainy,night,dry,60km/h,50m,emergency vehicle,100m,none,truck,approaching,10m,50km/h,emergency vehicle
167270,rainy,night,dry,60km/h,100m,truck,100m,hurry (commute or flight),normal car,approaching,50m,50km/h,none
167315,rainy,night,dry,60km/h,100m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,emergency vehicle
