id,Météo,Moment de la journée,État de la route,Vitesse du véhicule en insertion,Distance du véhicule en insertion,Type de véhicule en insertion,Espace devant sur la voie principale,Besoin du passager,Rôle du véhicule ego,État du véhicule ego,Distance du véhicule ego,Vitesse du véhicule ego,Véhicule suiveur
29676,ensoleillé,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,aucun
29691,ensoleillé,jour,mouillé,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
30117,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,libre,aucune,camion,en approche,100 m,30 km/h,voiture
30124,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,libre,aucune,camion,en approche,100 m,80 km/h,véhicule prioritaire
30175,ensoleillé,jour,mouillé,60 km/h,150 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,voiture
30330,ensoleillé,jour,mouillé,60 km/h,150 m,camion,libre,aucune,véhicule prioritaire,en approche,10 m,30 km/h,aucun
30482,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,véhicule prioritaire
30490,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
30793,ensoleillé,jour,mouillé,100 km/h,100 m,voiture,libre,aucune,voiture,en approche,50 m,80 km/h,voiture
30878,ensoleillé,jour,mouillé,100 km/h,100 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,voiture
30952,ensoleillé,jour,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),voiture,en approche,100 m,80 km/h,voiture
31409,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,aucun
31425,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
31474,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
31521,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,aucune,voiture,en approche,100 m,30 km/h,voiture
31541,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
31558,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,libre,aucune,véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
31941,ensoleillé,jour,mouillé,100 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
32156,ensoleillé,jour,mouillé,100 km/h,200 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,véhicule prioritaire
32396,ensoleillé,jour,mouillé,100 km/h,200 m,camion,libre,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,véhicule prioritaire
32630,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
32693,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
32951,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
32972,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,100 m,aucune,voiture,en approche,50 m,50 km/h,aucun
33195,ensoleillé,jour,mouillé,35 km/h,10 m,camion,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,voiture
33219,ensoleillé,jour,mouillé,35 km/h,10 m,camion,100 m,aucune,voiture,en approche,10 m,30 km/h,aucun
33644,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
33655,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,voiture
33903,ensoleillé,jour,mouillé,35 km/h,50 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,voiture
33918,ensoleillé,jour,mouillé,35 km/h,50 m,camion,100 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,aucun
33936,ensoleillé,jour,mouillé,35 km/h,50 m,camion,100 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,véhicule prioritaire
34110,ensoleillé,jour,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,aucun
34210,ensoleillé,jour,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,aucun
34320,ensoleillé,jour,mouillé,35 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,aucun
34347,ensoleillé,jour,mouillé,35 km/h,100 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,aucun
34887,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,aucun
34988,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
35026,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,aucun
35046,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
35193,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,100 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,voiture
35251,ensoleillé,jour,mouillé,60 km/h,50 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,voiture
35350,ensoleillé,jour,mouillé,60 km/h,50 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
35592,ensoleillé,jour,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,aucun
35988,ensoleillé,jour,mouillé,60 km/h,100 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,véhicule prioritaire
36162,ensoleillé,jour,mouillé,60 km/h,100 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,aucun
36497,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
36543,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,voiture
36573,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,voiture
36633,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,100 m,aucune,voiture,en approche,100 m,30 km/h,véhicule prioritaire
36718,ensoleillé,jour,mouillé,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
36730,ensoleillé,jour,mouillé,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,voiture
36757,ensoleillé,jour,mouillé,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
37023,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,aucun
37164,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,100 m,aucune,camion,en approche,100 m,30 km/h,voiture
37355,ensoleillé,jour,mouillé,100 km/h,100 m,voiture,100 m,aucune,voiture,en approche,50 m,50 km/h,voiture
37689,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,véhicule prioritaire
37696,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
37727,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,aucun
37741,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,véhicule prioritaire
37814,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,voiture
37964,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,aucun
38094,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,100 m,aucune,voiture,en approche,50 m,30 km/h,véhicule prioritaire
38113,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,100 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,voiture
38286,ensoleillé,jour,mouillé,100 km/h,150 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
38362,ensoleillé,jour,mouillé,100 km/h,150 m,camion,100 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
38373,ensoleillé,jour,mouillé,100 km/h,150 m,camion,100 m,aucune,camion,en approche,50 m,30 km/h,aucun
38536,ensoleillé,jour,mouillé,100 km/h,150 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,aucun
38669,ensoleillé,jour,mouillé,100 km/h,200 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,aucun
38972,ensoleillé,jour,mouillé,100 km/h,200 m,camion,100 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,voiture
38995,ensoleillé,jour,mouillé,100 km/h,200 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
39010,ensoleillé,jour,mouillé,100 km/h,200 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
39077,ensoleillé,jour,mouillé,100 km/h,200 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,aucun
39135,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
39153,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,aucun
39161,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,voiture
39475,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,aucun
39495,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
39509,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,aucun
39560,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,50 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
39668,ensoleillé,jour,mouillé,35 km/h,10 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,aucun
39696,ensoleillé,jour,mouillé,35 km/h,10 m,camion,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,aucun
39780,ensoleillé,jour,mouillé,35 km/h,10 m,camion,50 m,aucune,voiture,en approche,10 m,30 km/h,aucun
39952,ensoleillé,jour,mouillé,35 km/h,10 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,100 m,80 km/h,véhicule prioritaire
40142,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
40267,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,50 m,aucune,voiture,en approche,100 m,80 km/h,voiture
40304,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,50 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
40351,ensoleillé,jour,mouillé,35 km/h,50 m,camion,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,voiture
40571,ensoleillé,jour,mouillé,35 km/h,50 m,camion,50 m,aucune,camion,en approche,10 m,50 km/h,voiture
40610,ensoleillé,jour,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,aucun
40887,ensoleillé,jour,mouillé,35 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
40920,ensoleillé,jour,mouillé,35 km/h,100 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
41163,ensoleillé,jour,mouillé,35 km/h,100 m,camion,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
41345,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,aucun
41360,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
41387,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,véhicule prioritaire
41502,ensoleillé,jour,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
41652,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,voiture
41668,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
41710,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,véhicule prioritaire
41713,ensoleillé,jour,mouillé,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,véhicule prioritaire
41895,ensoleillé,jour,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,voiture
41905,ensoleillé,jour,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,aucun
41935,ensoleillé,jour,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,aucun
42335,ensoleillé,jour,mouillé,60 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
42350,ensoleillé,jour,mouillé,60 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
42404,ensoleillé,jour,mouillé,60 km/h,100 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,voiture
42488,ensoleillé,jour,mouillé,60 km/h,100 m,voiture,50 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,voiture
42507,ensoleillé,jour,mouillé,60 km/h,100 m,voiture,50 m,aucune,camion,en approche,10 m,30 km/h,aucun
42661,ensoleillé,jour,mouillé,60 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,aucun
43009,ensoleillé,jour,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,aucune,camion,en approche,10 m,80 km/h,véhicule prioritaire
43105,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,voiture
43116,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,véhicule prioritaire
43139,ensoleillé,jour,mouillé,60 km/h,150 m,voiture,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
43279,ensoleillé,jour,mouillé,60 km/h,150 m,camion,50 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
43415,ensoleillé,jour,mouillé,60 km/h,150 m,camion,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,véhicule prioritaire
43467,ensoleillé,jour,mouillé,60 km/h,150 m,camion,50 m,aucune,véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
43501,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,aucun
43694,ensoleillé,jour,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,aucun
43935,ensoleillé,jour,mouillé,100 km/h,100 m,voiture,50 m,aucune,véhicule prioritaire,en approche,50 m,30 km/h,aucun
44112,ensoleillé,jour,mouillé,100 km/h,100 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
44244,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
44288,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,aucun
44333,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,10 m,50 km/h,véhicule prioritaire
44337,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,aucun
44417,ensoleillé,jour,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,aucun
44471,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,aucun
44619,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,50 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,voiture
44683,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,50 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
44692,ensoleillé,jour,mouillé,100 km/h,150 m,voiture,50 m,aucune,camion,en approche,10 m,80 km/h,aucun
44762,ensoleillé,jour,mouillé,100 km/h,150 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
44791,ensoleillé,jour,mouillé,100 km/h,150 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,10 m,80 km/h,véhicule prioritaire
45294,ensoleillé,jour,mouillé,100 km/h,200 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
45297,ensoleillé,jour,mouillé,100 km/h,200 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,voiture
45430,ensoleillé,jour,mouillé,100 km/h,200 m,voiture,50 m,aucune,camion,en approche,10 m,80 km/h,voiture
45582,ensoleillé,jour,mouillé,100 km/h,200 m,camion,50 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,aucun
45706,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
45893,ensoleillé,jour,mouillé,100 km/h,200 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
45932,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,aucun
46043,ensoleillé,jour,mouillé,35 km/h,10 m,voiture,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,aucun
46323,ensoleillé,jour,mouillé,35 km/h,10 m,camion,20 m,pressé (travail ou vol),camion,en approche,10 m,30 km/h,voiture
46431,ensoleillé,jour,mouillé,35 km/h,10 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
46519,ensoleillé,jour,mouillé,35 km/h,10 m,véhicule prioritaire,20 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,véhicule prioritaire
46565,ensoleillé,jour,mouillé,35 km/h,10 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
46856,ensoleillé,jour,mouillé,35 km/h,50 m,voiture,20 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,voiture
47073,ensoleillé,jour,mouillé,35 km/h,50 m,camion,20 m,aucune,voiture,en approche,100 m,30 km/h,voiture
