id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
31474,晴天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,应急车辆
31521,晴天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,无特殊需求,普通轿车,接近中,100米,30公里/小时,普通轿车
31541,晴天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
31558,晴天,白天,湿滑,100公里/小时,150米,普通轿车,畅通,无特殊需求,应急车辆,接近中,50米,80公里/小时,应急车辆
31941,晴天,白天,湿滑,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
32156,晴天,白天,湿滑,100公里/小时,200米,普通轿车,畅通,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
32396,晴天,白天,湿滑,100公里/小时,200米,卡车,畅通,紧急（送医）,卡车,接近中,50米,50公里/小时,应急车辆
32630,晴天,白天,湿滑,100公里/小时,200米,应急车辆,畅通,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
32693,晴天,白天,湿滑,100公里/小时,200米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,应急车辆
32951,晴天,白天,湿滑,35公里/小时,10米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
32972,晴天,白天,湿滑,35公里/小时,10米,普通轿车,100米,无特殊需求,普通轿车,接近中,50米,50公里/小时,无
33195,晴天,白天,湿滑,35公里/小时,10米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
33219,晴天,白天,湿滑,35公里/小时,10米,卡车,100米,无特殊需求,普通轿车,接近中,10米,30公里/小时,无
33644,晴天,白天,湿滑,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,无
33655,晴天,白天,湿滑,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,普通轿车
33903,晴天,白天,湿滑,35公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,普通轿车
33918,晴天,白天,湿滑,35公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,无
33936,晴天,白天,湿滑,35公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,应急车辆
34110,晴天,白天,湿滑,35公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,无
34210,晴天,白天,湿滑,35公里/小时,50米,应急车辆,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,无
34320,晴天,白天,湿滑,35公里/小时,100米,普通轿车,100米,紧急（送医）,卡车,接近中,100米,30公里/小时,无
34347,晴天,白天,湿滑,35公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,无
34887,晴天,白天,湿滑,35公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,无
34988,晴天,白天,湿滑,35公里/小时,100米,应急车辆,100米,无特殊需求,卡车,接近中,50米,50公里/小时,应急车辆
35026,晴天,白天,湿滑,60公里/小时,50米,普通轿车,100米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,无
35046,晴天,白天,湿滑,60公里/小时,50米,普通轿车,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
35193,晴天,白天,湿滑,60公里/小时,50米,普通轿车,100米,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
35251,晴天,白天,湿滑,60公里/小时,50米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,普通轿车
35350,晴天,白天,湿滑,60公里/小时,50米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
35592,晴天,白天,湿滑,60公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,无
35988,晴天,白天,湿滑,60公里/小时,100米,卡车,100米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,应急车辆
36162,晴天,白天,湿滑,60公里/小时,100米,卡车,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,无
36497,晴天,白天,湿滑,60公里/小时,150米,普通轿车,100米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
36543,晴天,白天,湿滑,60公里/小时,150米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,普通轿车
36573,晴天,白天,湿滑,60公里/小时,150米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,普通轿车
36633,晴天,白天,湿滑,60公里/小时,150米,普通轿车,100米,无特殊需求,普通轿车,接近中,100米,30公里/小时,应急车辆
36718,晴天,白天,湿滑,60公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
36730,晴天,白天,湿滑,60公里/小时,150米,卡车,100米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,普通轿车
36757,晴天,白天,湿滑,60公里/小时,150米,卡车,100米,紧急（送医）,卡车,接近中,100米,80公里/小时,普通轿车
37023,晴天,白天,湿滑,60公里/小时,150米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,无
37164,晴天,白天,湿滑,60公里/小时,150米,应急车辆,100米,无特殊需求,卡车,接近中,100米,30公里/小时,普通轿车
37355,晴天,白天,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,普通轿车,接近中,50米,50公里/小时,普通轿车
37689,晴天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,应急车辆
37696,晴天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
37727,晴天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,无
37741,晴天,白天,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,卡车,接近中,50米,80公里/小时,应急车辆
37814,晴天,白天,湿滑,100公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,普通轿车
37964,晴天,白天,湿滑,100公里/小时,150米,普通轿车,100米,紧急（送医）,卡车,接近中,100米,50公里/小时,无
38094,晴天,白天,湿滑,100公里/小时,150米,普通轿车,100米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
38113,晴天,白天,湿滑,100公里/小时,150米,普通轿车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
38286,晴天,白天,湿滑,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,应急车辆
38362,晴天,白天,湿滑,100公里/小时,150米,卡车,100米,无特殊需求,应急车辆,接近中,50米,80公里/小时,应急车辆
38373,晴天,白天,湿滑,100公里/小时,150米,卡车,100米,无特殊需求,卡车,接近中,50米,30公里/小时,无
38536,晴天,白天,湿滑,100公里/小时,150米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,无
38669,晴天,白天,湿滑,100公里/小时,200米,普通轿车,100米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,无
38972,晴天,白天,湿滑,100公里/小时,200米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,普通轿车
38995,晴天,白天,湿滑,100公里/小时,200米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
39010,晴天,白天,湿滑,100公里/小时,200米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,应急车辆
39077,晴天,白天,湿滑,100公里/小时,200米,卡车,100米,无特殊需求,应急车辆,接近中,10米,50公里/小时,无
39135,晴天,白天,湿滑,100公里/小时,200米,应急车辆,100米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
39153,晴天,白天,湿滑,100公里/小时,200米,应急车辆,100米,紧急（送医）,应急车辆,接近中,100米,30公里/小时,无
39161,晴天,白天,湿滑,100公里/小时,200米,应急车辆,100米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,普通轿车
39475,晴天,白天,湿滑,35公里/小时,10米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
39495,晴天,白天,湿滑,35公里/小时,10米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,应急车辆
39509,晴天,白天,湿滑,35公里/小时,10米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,无
39560,晴天,白天,湿滑,35公里/小时,10米,普通轿车,50米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
39668,晴天,白天,湿滑,35公里/小时,10米,卡车,50米,紧急（送医）,卡车,接近中,50米,50公里/小时,无
39696,晴天,白天,湿滑,35公里/小时,10米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,无
39780,晴天,白天,湿滑,35公里/小时,10米,卡车,50米,无特殊需求,普通轿车,接近中,10米,30公里/小时,无
39952,晴天,白天,湿滑,35公里/小时,10米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,应急车辆
40142,晴天,白天,湿滑,35公里/小时,50米,普通轿车,50米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
40267,晴天,白天,湿滑,35公里/小时,50米,普通轿车,50米,无特殊需求,普通轿车,接近中,100米,80公里/小时,普通轿车
40304,晴天,白天,湿滑,35公里/小时,50米,普通轿车,50米,无特殊需求,应急车辆,接近中,100米,50公里/小时,应急车辆
40351,晴天,白天,湿滑,35公里/小时,50米,卡车,50米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,普通轿车
40571,晴天,白天,湿滑,35公里/小时,50米,卡车,50米,无特殊需求,卡车,接近中,10米,50公里/小时,普通轿车
40610,晴天,白天,湿滑,35公里/小时,50米,应急车辆,50米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,无
40887,晴天,白天,湿滑,35公里/小时,100米,普通轿车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
40920,晴天,白天,湿滑,35公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,普通轿车
41163,晴天,白天,湿滑,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,普通轿车
41345,晴天,白天,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,无
41360,晴天,白天,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,应急车辆
41387,晴天,白天,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,50公里/小时,应急车辆
41502,晴天,白天,湿滑,35公里/小时,100米,应急车辆,50米,无特殊需求,应急车辆,接近中,100米,30公里/小时,无
41652,晴天,白天,湿滑,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,普通轿车
41668,晴天,白天,湿滑,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
41710,晴天,白天,湿滑,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,应急车辆
41713,晴天,白天,湿滑,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,应急车辆
41895,晴天,白天,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,普通轿车
41905,晴天,白天,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
41935,晴天,白天,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,无
42335,晴天,白天,湿滑,60公里/小时,100米,普通轿车,50米,紧急（送医）,应急车辆,接近中,10米,50公里/小时,应急车辆
42350,晴天,白天,湿滑,60公里/小时,100米,普通轿车,50米,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
42404,晴天,白天,湿滑,60公里/小时,100米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,普通轿车
42488,晴天,白天,湿滑,60公里/小时,100米,普通轿车,50米,无特殊需求,应急车辆,接近中,10米,50公里/小时,普通轿车
42507,晴天,白天,湿滑,60公里/小时,100米,普通轿车,50米,无特殊需求,卡车,接近中,10米,30公里/小时,无
42661,晴天,白天,湿滑,60公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,无
43009,晴天,白天,湿滑,60公里/小时,100米,应急车辆,50米,无特殊需求,卡车,接近中,10米,80公里/小时,应急车辆
43105,晴天,白天,湿滑,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,普通轿车
43116,晴天,白天,湿滑,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,应急车辆
43139,晴天,白天,湿滑,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,应急车辆
43279,晴天,白天,湿滑,60公里/小时,150米,卡车,50米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
43415,晴天,白天,湿滑,60公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,应急车辆
43467,晴天,白天,湿滑,60公里/小时,150米,卡车,50米,无特殊需求,应急车辆,接近中,50米,30公里/小时,应急车辆
43501,晴天,白天,湿滑,60公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,无
43694,晴天,白天,湿滑,60公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,10米,50公里/小时,无
